,agency,first_char,font_bold,font_italic,font_name,font_size,includes_time,indent_bucket_0,indent_bucket_1,indent_bucket_2,indent_bucket_3,indent_bucket_4,indent_bucket_5,left_inset,line_id,meeting_date,starts_with_enum_letter,starts_with_number,starts_with_roman_numeral,starts_with_subnumber,text,uppercase
0,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,1,0,0,0,95.0,cupertino_usd_09-22-2015_0,09-22-2015,0,0,0,0,,0
1,cupertino_usd,1,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,77.0,cupertino_usd_09-22-2015_1,09-22-2015,0,1,0,0,1.    CALL TO ORDER/FLAG SALUTE,1
2,cupertino_usd, ,0,0,Times-Roman,20.400,0,0,1,0,0,0,0,77.0,cupertino_usd_09-22-2015_2,09-22-2015,0,0,0,0,,0
3,cupertino_usd,2,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,77.0,cupertino_usd_09-22-2015_3,09-22-2015,0,1,0,0,2.    SUPERINTENDENT’S REPORT,1
4,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,77.0,cupertino_usd_09-22-2015_4,09-22-2015,0,0,0,0,,0
5,cupertino_usd,3,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,77.0,cupertino_usd_09-22-2015_5,09-22-2015,0,1,0,0,3.    RECOGNITION – CLASSIFIED EMPLOYEE OF THE MONTH,1
6,cupertino_usd, ,0,0,Arial,14.375,0,0,0,0,1,0,0,104.0,cupertino_usd_09-22-2015_6,09-22-2015,0,0,0,0,Classified Employee of the Month – September 2015,0
7,cupertino_usd, ,1,0,Arial-Bold,15.055,1,0,0,0,1,0,0,104.0,cupertino_usd_09-22-2015_7,09-22-2015,0,0,0,0,"Adam Long, Senior Sound Technician, Technology Department",0
8,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,77.0,cupertino_usd_09-22-2015_8,09-22-2015,0,0,0,0,,0
9,cupertino_usd,4,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,77.0,cupertino_usd_09-22-2015_9,09-22-2015,0,1,0,0,4. COMMUNICATION – EMPLOYEE ORGANIZATIONS,1
10,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,77.0,cupertino_usd_09-22-2015_10,09-22-2015,0,0,0,0,,0
11,cupertino_usd,5,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,77.0,cupertino_usd_09-22-2015_11,09-22-2015,0,1,0,0,5.      PUBLIC COMMENTS,1
12,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,1,0,0,104.0,cupertino_usd_09-22-2015_12,09-22-2015,0,0,0,0,The public may address the Board on any agenda item and any item not on the agenda.  The,0
13,cupertino_usd, ,0,0,Arial,13.097,0,0,0,0,1,0,0,104.0,cupertino_usd_09-22-2015_13,09-22-2015,0,0,0,0,"Board president will only call on those who have filled out comment cards before the meeting, and",0
14,cupertino_usd, ,0,0,Arial,13.097,0,0,0,0,1,0,0,104.0,cupertino_usd_09-22-2015_14,09-22-2015,0,0,0,0,each speaker will be allotted three (3) minutes.  The Board will not respond or take action on any,0
15,cupertino_usd, ,0,0,Arial,13.097,0,0,0,0,1,0,0,104.0,cupertino_usd_09-22-2015_15,09-22-2015,0,0,0,0,"non-agenda item comments at this time, although the item may be agendized at a later date (Ed.",0
16,cupertino_usd, ,0,0,Arial,13.097,0,0,0,0,1,0,0,104.0,cupertino_usd_09-22-2015_16,09-22-2015,0,0,0,0,Code 35145.5).  The comments shall be made from the podium.  In accordance with Government,0
17,cupertino_usd, ,0,0,Arial,13.097,0,0,0,0,1,0,0,104.0,cupertino_usd_09-22-2015_17,09-22-2015,0,0,0,0,Code 54954.2 – No action or discussion shall be undertaken on any item not appearing on the,0
18,cupertino_usd, ,0,0,Arial,13.097,0,0,0,0,1,0,0,104.0,cupertino_usd_09-22-2015_18,09-22-2015,0,0,0,0,posted agenda.  The Board shall limit the total time to 30 minutes.  Please refrain from any,0
19,cupertino_usd, ,0,0,Arial,13.097,0,0,0,0,1,0,0,104.0,cupertino_usd_09-22-2015_19,09-22-2015,0,0,0,0,response to the speaker including negative and positive reactions (booing and clapping).  This will,0
20,cupertino_usd, ,0,0,Arial,13.097,0,0,0,0,1,0,0,104.0,cupertino_usd_09-22-2015_20,09-22-2015,0,0,0,0,ensure that all members of the public feel free to voice their opinions and concerns.,0
21,cupertino_usd, ,0,0,Arial,13.097,0,0,1,0,0,0,0,77.0,cupertino_usd_09-22-2015_21,09-22-2015,0,0,0,0,,0
22,cupertino_usd,P,1,0,Arial-Bold,15.055,0,0,0,0,1,0,0,104.0,cupertino_usd_09-22-2015_22,09-22-2015,0,0,0,0,PUBLIC HEARING6.,1
23,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,1,0,0,104.0,cupertino_usd_09-22-2015_23,09-22-2015,0,0,0,0,The Board of Education will hold a Public Hearing regarding the Adoption of Resolution,0
24,cupertino_usd, ,0,0,Arial,14.375,0,0,0,0,0,1,0,107.0,cupertino_usd_09-22-2015_24,09-22-2015,0,0,0,0,No. 15-16-05 Sufficiency of Instructional Materials for the 2015 – 2016 School Year,0
25,cupertino_usd, ,0,0,Arial,14.375,0,0,0,1,0,0,0,95.0,cupertino_usd_09-22-2015_25,09-22-2015,0,0,0,0,,0
26,cupertino_usd, ,0,0,Arial,14.375,0,1,0,0,0,0,0,59.0,cupertino_usd_09-22-2015_26,09-22-2015,0,0,0,0,,0
27,cupertino_usd, ,0,0,Arial,14.375,0,1,0,0,0,0,0,59.0,cupertino_usd_09-22-2015_27,09-22-2015,0,0,0,0,,0
28,cupertino_usd, ,0,0,Arial,14.375,0,1,0,0,0,0,0,59.0,cupertino_usd_09-22-2015_28,09-22-2015,0,0,0,0,,0
