,agency,first_char,font_bold,font_italic,font_name,font_size,includes_time,indent_bucket_0,indent_bucket_1,indent_bucket_2,indent_bucket_3,indent_bucket_4,indent_bucket_5,leading_spaces,left_inset,line_id,meeting_date,starts_with_enum_letter,starts_with_number,starts_with_roman_numeral,starts_with_subnumber,text,uppercase
0,cupertino_usd,C,1,0,Arial-Bold,16.728,0,0,0,0,0,0,1,0,195.300,cupertino_usd_02-23-2016_0,02-23-2016,0,0,0,0,CUPERTINO UNION SCHOOL DISTRICT,1
1,cupertino_usd,B,1,0,Arial-Bold,19.404,0,0,0,0,0,0,1,0,243.755,cupertino_usd_02-23-2016_1,02-23-2016,0,0,0,0,Board of Education,0
2,cupertino_usd,R,1,0,Arial-Bold,19.404,0,0,0,0,0,0,1,0,253.855,cupertino_usd_02-23-2016_2,02-23-2016,0,0,0,0,Regular Meeting,0
3,cupertino_usd,A,1,0,Arial-Bold,19.404,0,0,0,0,0,0,1,0,277.969,cupertino_usd_02-23-2016_3,02-23-2016,0,0,0,0,AGENDA,1
4,cupertino_usd, ,0,0,Arial,15.972,0,0,1,0,0,0,0,1,76.560,cupertino_usd_02-23-2016_4,02-23-2016,0,0,0,0,,0
5,cupertino_usd, ,0,0,Arial,14.375,0,0,0,1,0,0,0,5,77.280,cupertino_usd_02-23-2016_5,02-23-2016,0,0,0,0,,0
6,cupertino_usd,C,0,0,Arial,14.375,0,0,0,1,0,0,0,0,77.280,cupertino_usd_02-23-2016_6,02-23-2016,0,0,0,0,"Cupertino Union School District  February 23, 2016",0
7,cupertino_usd,1,0,0,Arial,14.375,1,0,0,1,0,0,0,0,77.280,cupertino_usd_02-23-2016_7,02-23-2016,0,1,0,0,"1309 S. Mary Avenue, Suite 150  6:00 p.m.",0
8,cupertino_usd,S,0,0,Arial,14.375,0,0,0,1,0,0,0,0,77.280,cupertino_usd_02-23-2016_8,02-23-2016,0,0,0,0,"Sunnyvale, CA 94087",0
9,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,1,76.560,cupertino_usd_02-23-2016_9,02-23-2016,0,0,0,0,,0
10,cupertino_usd,W,0,0,Arial,10.542,0,0,0,0,1,0,0,0,85.820,cupertino_usd_02-23-2016_10,02-23-2016,0,0,0,0,Welcome to the meeting of the Cupertino Union School District Board of Education.  If you would like to address the Board,0
11,cupertino_usd,d,0,0,Arial,10.542,0,0,0,0,1,0,0,0,85.820,cupertino_usd_02-23-2016_11,02-23-2016,0,0,0,0,"during Public Comments on any agenda item or any item not on the agenda, please fill out a comment card available in the",0
12,cupertino_usd,h,0,0,Arial,10.542,1,0,0,0,1,0,0,0,85.820,cupertino_usd_02-23-2016_12,02-23-2016,0,0,0,0,hallway and give it to the Administrative Assistant.  You will be called on to comment during this time and comments will be,0
13,cupertino_usd,l,0,0,Arial,10.542,0,0,0,0,1,0,0,0,85.820,cupertino_usd_02-23-2016_13,02-23-2016,0,0,0,0,limited to three (3) minutes.  To ensure that all speakers are provided an equal opportunity to address the Board during Public,0
14,cupertino_usd,C,0,0,Arial,10.542,0,0,0,0,1,0,0,0,85.820,cupertino_usd_02-23-2016_14,02-23-2016,0,0,0,0,"Comments, individual speakers may not “yield” their allotted time to address the Board to other speakers.  In addition, the Board",0
15,cupertino_usd,m,0,0,Arial,10.542,1,0,0,0,1,0,0,0,85.820,cupertino_usd_02-23-2016_15,02-23-2016,0,0,0,0,"may, in accordance with the Brown Act (section 54954.3[b] of the Government Code), limit the total amount of time allocated for",0
16,cupertino_usd,c,0,0,Arial,10.542,0,0,0,0,1,0,0,0,85.820,cupertino_usd_02-23-2016_16,02-23-2016,0,0,0,0,comment on a particular issue.  The Board may choose to respond to agenda item comments or reserve their responses for,0
17,cupertino_usd,d,0,0,Arial,10.542,0,0,0,0,1,0,0,0,85.820,cupertino_usd_02-23-2016_17,02-23-2016,0,0,0,0,discussion and action when the agenda item appears during the course of the meeting.  It should be noted that the Board,0
18,cupertino_usd,d,0,0,Arial,10.542,0,0,0,0,1,0,0,0,85.820,cupertino_usd_02-23-2016_18,02-23-2016,0,0,0,0,discourages complaints against individual officers or employees of the District during open session.,0
19,cupertino_usd, ,0,0,Arial,5.111,0,0,0,0,1,0,0,1,85.820,cupertino_usd_02-23-2016_19,02-23-2016,0,0,0,0,,0
20,cupertino_usd,I,0,1,Arial-Italic,10.470,0,0,0,0,0,0,1,0,104.540,cupertino_usd_02-23-2016_20,02-23-2016,0,0,0,0,"Individuals who require special accommodation should contact the Superintendent’s Office at (408) 252-3000, ext. 200",0
21,cupertino_usd,a,0,1,Arial-Italic,10.470,0,0,0,0,0,0,1,0,222.860,cupertino_usd_02-23-2016_21,02-23-2016,0,0,0,0,at least two business days before the meeting date.,0
22,cupertino_usd, ,0,0,Arial,5.111,0,0,0,0,1,0,0,1,85.820,cupertino_usd_02-23-2016_22,02-23-2016,0,0,0,0,,0
23,cupertino_usd,A,1,0,Arial-Bold,11.040,0,0,0,0,0,0,1,0,156.620,cupertino_usd_02-23-2016_23,02-23-2016,0,0,0,0,"As a courtesy to others, please turn off your cell phone upon entering the meeting.",0
24,cupertino_usd, ,0,0,Times-Roman,20.400,0,0,1,0,0,0,0,1,76.560,cupertino_usd_02-23-2016_24,02-23-2016,0,0,0,0,,0
