,agency,first_char,font_bold,font_italic,font_name,font_size,includes_time,indent_bucket_0,indent_bucket_1,indent_bucket_2,indent_bucket_3,indent_bucket_4,indent_bucket_5,leading_spaces,left_inset,line_id,meeting_date,starts_with_enum_letter,starts_with_number,starts_with_roman_numeral,starts_with_subnumber,text,uppercase
0,cupertino_usd,C,1,0,Arial-Bold,16.728,0,0,0,0,0,0,1,0,195.300,cupertino_usd_08-20-2013_0,08-20-2013,0,0,0,0,CUPERTINO UNION SCHOOL DISTRICT,1
1,cupertino_usd, ,0,0,Arial,15.972,0,0,0,0,0,0,1,1,308.310,cupertino_usd_08-20-2013_1,08-20-2013,0,0,0,0,,0
2,cupertino_usd,B,1,0,Arial-Bold,19.404,0,0,0,0,0,0,1,0,243.755,cupertino_usd_08-20-2013_2,08-20-2013,0,0,0,0,Board of Education,0
3,cupertino_usd,R,1,0,Arial-Bold,19.404,0,0,0,0,0,0,1,0,253.855,cupertino_usd_08-20-2013_3,08-20-2013,0,0,0,0,Regular Meeting,0
4,cupertino_usd, ,0,0,Arial,15.972,0,0,0,1,0,0,0,1,76.560,cupertino_usd_08-20-2013_4,08-20-2013,0,0,0,0,,0
5,cupertino_usd,A,1,0,Arial-Bold,19.404,0,0,0,0,0,0,1,0,277.969,cupertino_usd_08-20-2013_5,08-20-2013,0,0,0,0,AGENDA,1
6,cupertino_usd, ,0,0,Arial,15.972,0,0,0,1,0,0,0,1,76.560,cupertino_usd_08-20-2013_6,08-20-2013,0,0,0,0,,0
7,cupertino_usd,C,0,0,Arial,14.375,0,0,0,0,1,0,0,0,77.280,cupertino_usd_08-20-2013_7,08-20-2013,0,0,0,0,"Cupertino Union School District    Tuesday, August 20, 2013",0
8,cupertino_usd,1,0,0,Arial,14.375,1,0,0,0,1,0,0,0,77.280,cupertino_usd_08-20-2013_8,08-20-2013,0,1,0,0,1309 S. Mary Avenue  6:30 p.m.,0
9,cupertino_usd,S,0,0,Arial,14.375,0,0,0,0,1,0,0,0,77.280,cupertino_usd_08-20-2013_9,08-20-2013,0,0,0,0,"Sunnyvale, CA  94087",0
10,cupertino_usd, ,0,0,Arial,14.375,0,0,0,1,0,0,0,1,76.560,cupertino_usd_08-20-2013_10,08-20-2013,0,0,0,0,,0
11,cupertino_usd,W,0,0,Arial,10.542,0,0,0,0,0,1,0,0,85.920,cupertino_usd_08-20-2013_11,08-20-2013,0,0,0,0,Welcome to the meeting of the Cupertino Union School District Board of Education.  If you would like to address the Board,0
12,cupertino_usd,d,0,0,Arial,10.542,0,0,0,0,0,1,0,0,85.920,cupertino_usd_08-20-2013_12,08-20-2013,0,0,0,0,"during Public Comments on any agenda item or any item not on the agenda, please fill out a comment card available in the",0
13,cupertino_usd,h,0,0,Arial,10.542,1,0,0,0,0,1,0,0,85.920,cupertino_usd_08-20-2013_13,08-20-2013,0,0,0,0,hallway and give it to the Administrative Assistant.  You will be called on to comment during this time and comments will be,0
14,cupertino_usd,l,0,0,Arial,10.542,0,0,0,0,0,1,0,0,85.920,cupertino_usd_08-20-2013_14,08-20-2013,0,0,0,0,limited to three (3) minutes.  To ensure that all speakers are provided an equal opportunity to address the Board during Public,0
15,cupertino_usd,C,0,0,Arial,10.542,0,0,0,0,0,1,0,0,85.920,cupertino_usd_08-20-2013_15,08-20-2013,0,0,0,0,"Comments, individual speakers may not “yield” their allotted time to address the Board to other speakers.  In addition, the Board",0
16,cupertino_usd,m,0,0,Arial,10.542,1,0,0,0,0,1,0,0,85.920,cupertino_usd_08-20-2013_16,08-20-2013,0,0,0,0,"may, in accordance with the Brown Act (section 54954.3[b] of the Government Code), limit the total amount of time allocated for",0
17,cupertino_usd,c,0,0,Arial,10.542,0,0,0,0,0,1,0,0,85.920,cupertino_usd_08-20-2013_17,08-20-2013,0,0,0,0,comment on a particular issue.  The Board may choose to respond to agenda item comments or reserve their responses for,0
18,cupertino_usd,d,0,0,Arial,10.542,0,0,0,0,0,1,0,0,85.920,cupertino_usd_08-20-2013_18,08-20-2013,0,0,0,0,discussion and action when the agenda item appears during the course of the meeting.  It should be noted that the Board,0
19,cupertino_usd,d,0,0,Arial,10.542,0,0,0,0,0,1,0,0,85.920,cupertino_usd_08-20-2013_19,08-20-2013,0,0,0,0,discourages complaints against individual officers or employees of the District during open session.,0
20,cupertino_usd, ,0,0,Arial,5.111,0,0,0,0,0,1,0,1,85.920,cupertino_usd_08-20-2013_20,08-20-2013,0,0,0,0,,0
21,cupertino_usd,I,0,1,Arial-Italic,10.470,0,0,0,0,0,0,1,0,104.649,cupertino_usd_08-20-2013_21,08-20-2013,0,0,0,0,"Individuals who require special accommodation should contact the Superintendent’s Office at (408) 252-3000, ext. 200",0
22,cupertino_usd,a,0,1,Arial-Italic,10.470,0,0,0,0,0,0,1,0,222.946,cupertino_usd_08-20-2013_22,08-20-2013,0,0,0,0,at least two business days before the meeting date.,0
23,cupertino_usd, ,0,0,Arial,5.111,0,0,0,0,0,1,0,1,85.920,cupertino_usd_08-20-2013_23,08-20-2013,0,0,0,0,,0
24,cupertino_usd,A,1,0,Arial-Bold,11.040,0,0,0,0,0,0,1,0,156.759,cupertino_usd_08-20-2013_24,08-20-2013,0,0,0,0,"As a courtesy to others, please turn off your cell phone upon entering the meeting.",0
25,cupertino_usd, ,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,1,40.560,cupertino_usd_08-20-2013_25,08-20-2013,0,0,0,0,,0
26,cupertino_usd,1,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,0,40.560,cupertino_usd_08-20-2013_26,08-20-2013,0,1,0,0,1.  CALL TO ORDER/FLAG SALUTE,1
27,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,1,58.560,cupertino_usd_08-20-2013_27,08-20-2013,0,0,0,0,,0
28,cupertino_usd,2,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,0,40.560,cupertino_usd_08-20-2013_28,08-20-2013,0,1,0,0,2.  APPROVAL OF MINUTES,1
29,cupertino_usd,A,0,0,Arial,14.375,0,0,1,0,0,0,0,0,58.560,cupertino_usd_08-20-2013_29,08-20-2013,0,0,0,0,"Approval of minutes of the Regular Meeting of June 18, 2013 and the Special Meeting of",0
30,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,0,0,0,0,1,0,132.563,cupertino_usd_08-20-2013_30,08-20-2013,0,0,0,0,"August 1, 2013",0
31,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,1,58.560,cupertino_usd_08-20-2013_31,08-20-2013,0,0,0,0,,0
32,cupertino_usd,3,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,0,40.560,cupertino_usd_08-20-2013_32,08-20-2013,0,1,0,0,3.  PUBLIC COMMENTS,1
33,cupertino_usd,T,0,0,Arial,13.097,0,0,1,0,0,0,0,0,58.560,cupertino_usd_08-20-2013_33,08-20-2013,0,0,0,0,The  public  may  address  the  Board  on  any  agenda  item  and  any  item  not  on  the  agenda.    The  Board,0
34,cupertino_usd,p,0,0,Arial,13.097,0,0,1,0,0,0,0,0,58.560,cupertino_usd_08-20-2013_34,08-20-2013,0,0,0,0,"president will only call on those who have filled out comment cards before the meeting, and each speaker",0
35,cupertino_usd,w,0,0,Arial,13.097,0,0,1,0,0,0,0,0,58.560,cupertino_usd_08-20-2013_35,08-20-2013,0,0,0,0,will  be  allotted  three  (3)  minutes.    The  Board  will  not  respond  or  take  action  on  any  non-agenda  item,0
36,cupertino_usd,c,0,0,Arial,13.097,0,0,1,0,0,0,0,0,58.560,cupertino_usd_08-20-2013_36,08-20-2013,0,0,0,0,"comments  at  this  time,  although  the  item  may  be  agendized  at  a  later  date  (Ed.  Code  35145.5).    The",0
37,cupertino_usd,c,0,0,Arial,13.097,0,0,1,0,0,0,0,0,58.560,cupertino_usd_08-20-2013_37,08-20-2013,0,0,0,0,comments shall be made from the podium.  In accordance with Government Code 54954.2 – No action or,0
38,cupertino_usd,d,0,0,Arial,13.097,0,0,1,0,0,0,0,0,58.560,cupertino_usd_08-20-2013_38,08-20-2013,0,0,0,0,discussion shall be undertaken on any item not appearing on the posted agenda.  The Board shall limit the,0
39,cupertino_usd,t,0,0,Arial,13.097,0,0,1,0,0,0,0,0,58.560,cupertino_usd_08-20-2013_39,08-20-2013,0,0,0,0,total time to 30 minutes.,0
40,cupertino_usd, ,1,0,Arial-Bold,15.055,0,0,1,0,0,0,0,1,58.560,cupertino_usd_08-20-2013_40,08-20-2013,0,0,0,0,,0
41,cupertino_usd,4,1,0,Arial-Bold,15.055,0,1,0,0,0,0,0,0,40.560,cupertino_usd_08-20-2013_41,08-20-2013,0,1,0,0,4.  CONSENT ITEMS,1
42,cupertino_usd,C,0,0,Arial,14.375,0,0,1,0,0,0,0,0,58.560,cupertino_usd_08-20-2013_42,08-20-2013,0,0,0,0,Consent items are considered to be routine by the Board of Education and will be enacted in one,0
43,cupertino_usd,m,0,0,Arial,14.375,0,0,1,0,0,0,0,0,58.560,cupertino_usd_08-20-2013_43,08-20-2013,0,0,0,0,"motion.  If discussion of any of the items is required, they may be removed from Consent and",0
